Season,Name,Team,AVG,BB%,R,NameASCII,PlayerId,MLBAMID
2000,"Jeff Bagwell","HOU",0.310169491,0.148817802,152,"Jeff Bagwell",547,110432
2023,"Ronald Acuña Jr.","ATL",0.337480559,0.108843537,149,"Ronald Acuna Jr.",18401,660670
1985,"Rickey Henderson","NYY",0.314442413,0.151376146,146,"Rickey Henderson",194,115749
1997,"Craig Biggio","HOU",0.308562197,0.112903225,146,"Craig Biggio",549,110987
2001,"Sammy Sosa","CHC",0.327556325,0.163150492,146,"Sammy Sosa",302,122544
1993,"Lenny Dykstra","PHI",0.30455259,0.166882276,143,"Lenny Dykstra",1003619,113686
1997,"Larry Walker","COL",0.366197183,0.117469879,143,"Larry Walker",455,123833
1999,"Jeff Bagwell","HOU",0.304270462,0.204389574,143,"Jeff Bagwell",547,110432
2007,"Alex Rodriguez","NYY",0.313893653,0.13418079,143,"Alex Rodriguez",1274,121347
1996,"Ellis Burks","COL",0.344208809,0.089051094,142,"Ellis Burks",372,111736
1996,"Alex Rodriguez","SEA",0.357737104,0.087149187,141,"Alex Rodriguez",1274,121347
1996,"Chuck Knoblauch","MIN",0.340830449,0.139800285,140,"Chuck Knoblauch",609,117197
2007,"Jimmy Rollins","PHI",0.296089385,0.062982005,139,"Jimmy Rollins",971,276519
1999,"Roberto Alomar","CLE",0.323268206,0.142651296,138,"Roberto Alomar",860,110183
2000,"Todd Helton","COL",0.372413793,0.147776183,138,"Todd Helton",432,115732
2003,"Albert Pujols","STL",0.358714043,0.115328467,137,"Albert Pujols",1177,405395
2017,"Charlie Blackmon","COL",0.330745341,0.089655172,137,"Charlie Blackmon",7859,453568
1982,"Paul Molitor","MIL",0.301801801,0.091877496,136,"Paul Molitor",1009040,119236
2000,"Johnny Damon","KCR",0.326717557,0.087719298,136,"Johnny Damon",185,113028
2011,"Curtis Granderson","NYY",0.262435677,0.12301013,136,"Curtis Granderson",4747,434158
2003,"Todd Helton","COL",0.358490566,0.157894736,135,"Todd Helton",432,115732
2019,"Mookie Betts","BOS",0.29480737,0.137393767,135,"Mookie Betts",13611,605141
1998,"Sammy Sosa","CHC",0.30793157,0.101108033,134,"Sammy Sosa",302,122544
1999,"Shawn Green","TOR",0.309446254,0.094827586,134,"Shawn Green",651,115094
1999,"Derek Jeter","NYY",0.349282296,0.123139377,134,"Derek Jeter",826,116539
2000,"Alex Rodriguez","SEA",0.315884476,0.148809523,134,"Alex Rodriguez",1274,121347
2006,"Grady Sizemore","CLE",0.290076335,0.103861517,134,"Grady Sizemore",2197,429713
2024,"Shohei Ohtani","LAD",0.309748427,0.110807113,134,"Shohei Ohtani",19755,660271
1983,"Tim Raines","MON",0.297560975,0.134722222,133,"Tim Raines",1406,120891
1991,"Paul Molitor","MIL",0.32481203,0.102393617,133,"Paul Molitor",1009040,119236
2001,"Alex Rodriguez","TEX",0.318037974,0.102459016,133,"Alex Rodriguez",1274,121347
2004,"Albert Pujols","STL",0.331081081,0.121387283,133,"Albert Pujols",1177,405395
2022,"Aaron Judge","NYY",0.310526315,0.159482758,133,"Aaron Judge",15640,592450
1980,"Willie Wilson","KCR",0.326241134,0.037583892,132,"Willie Wilson",1014113,124435
1996,"Kenny Lofton","CLE",0.317220543,0.082880434,132,"Kenny Lofton",246,117863
1996,"Roberto Alomar","BAL",0.328231292,0.128755364,132,"Roberto Alomar",860,110183
1999,"Jay Bell","ARI",0.288624787,0.119186046,132,"Jay Bell",48,110826
2001,"Todd Helton","COL",0.33560477,0.140602582,132,"Todd Helton",432,115732
1983,"Dale Murphy","ATL",0.30220713,0.131004366,131,"Dale Murphy",1009355,119545
1999,"Manny Ramirez","CLE",0.333333333,0.15,131,"Manny Ramirez",210,120903
2006,"Chase Utley","PHI",0.308510638,0.085250338,131,"Chase Utley",1679,400284
2023,"Freddie Freeman","LAD",0.331240188,0.098630136,131,"Freddie Freeman",5361,518692
1986,"Rickey Henderson","NYY",0.263157894,0.126961483,130,"Rickey Henderson",194,115749
1998,"Mark McGwire","STL",0.298624754,0.237885462,130,"Mark McGwire",1008559,118743
2003,"Rafael Furcal","ATL",0.292168674,0.081743869,130,"Rafael Furcal",88,279577
1982,"Robin Yount","MIL",0.330708661,0.076704545,129,"Robin Yount",1014396,124721
1993,"Barry Bonds","SFG",0.33580705,0.18694362,129,"Barry Bonds",1109,111188
2000,"Barry Bonds","SFG",0.30625,0.192751235,129,"Barry Bonds",1109,111188
2000,"Jim Edmonds","STL",0.295238095,0.160186625,129,"Jim Edmonds",1153,113744
2001,"Barry Bonds","SFG",0.327731092,0.266566265,129,"Barry Bonds",1109,111188
2004,"Barry Bonds","SFG",0.361930294,0.376012965,129,"Barry Bonds",1109,111188
2005,"Albert Pujols","STL",0.329949238,0.138571428,129,"Albert Pujols",1177,405395
2012,"Mike Trout","LAA",0.325581395,0.10485133,129,"Mike Trout",10155,545361
2018,"Francisco Lindor","CLE",0.276853252,0.093959731,129,"Francisco Lindor",12916,596019
2018,"Mookie Betts","BOS",0.346153846,0.131921824,129,"Mookie Betts",13611,605141
2019,"Rafael Devers","BOS",0.310664605,0.068376068,129,"Rafael Devers",17350,646240
1988,"Wade Boggs","BOS",0.366438356,0.173852573,128,"Wade Boggs",1001124,111153
2001,"Luis Gonzalez","ARI",0.325123152,0.137362637,128,"Luis Gonzalez",55,114935
2002,"Alfonso Soriano","NYY",0.300287356,0.031039136,128,"Alfonso Soriano",847,150093
2017,"Aaron Judge","NYY",0.284132841,0.187315634,128,"Aaron Judge",15640,592450
2024,"Juan Soto","NYY",0.288194444,0.180925666,128,"Juan Soto",20123,665742
1998,"Derek Jeter","NYY",0.32428115,0.082132564,127,"Derek Jeter",826,116539
2001,"Ichiro Suzuki","SEA",0.349710982,0.040650406,127,"Ichiro Suzuki",1101,400085
2006,"Carlos Beltrán","NYM",0.274509803,0.153970826,127,"Carlos Beltran",589,136860
2006,"Jimmy Rollins","PHI",0.277213352,0.075197889,127,"Jimmy Rollins",971,276519
2019,"Ronald Acuña Jr.","ATL",0.279552715,0.106293706,127,"Ronald Acuna Jr.",18401,660670
2023,"Matt Olson","ATL",0.282894736,0.144444444,127,"Matt Olson",14344,621566
1978,"Ron LeFlore","DET",0.297297297,0.087719298,126,"Ron LeFlore",1007478,117630
1996,"Steve Finley","SDP",0.297709923,0.077669902,126,"Steve Finley",54,114135
1998,"Ray Durham","CHW",0.28503937,0.100968188,126,"Ray Durham",230,113660
2001,"Jeff Bagwell","HOU",0.288333333,0.147838214,126,"Jeff Bagwell",547,110432
2003,"Gary Sheffield","ATL",0.329861111,0.126843657,126,"Gary Sheffield",114,122111
2013,"Matt Carpenter","STL",0.317891373,0.10041841,126,"Matt Carpenter",8090,572761
2023,"Mookie Betts","LAD",0.306506849,0.138528138,126,"Mookie Betts",13611,605141
1996,"Ken Griffey Jr.","SEA",0.302752293,0.122257053,125,"Ken Griffey Jr.",327,115135
1997,"Ken Griffey Jr.","SEA",0.304276315,0.107954545,125,"Ken Griffey Jr.",327,115135
2002,"Alex Rodriguez","TEX",0.299679487,0.12,125,"Alex Rodriguez",1274,121347
2007,"Hanley Ramirez","FLA",0.331768388,0.07365439,125,"Hanley Ramirez",8001,434670
2008,"Hanley Ramirez","FLA",0.300509337,0.132756132,125,"Hanley Ramirez",8001,434670
2024,"Bobby Witt Jr.","KCR",0.331761006,0.080394922,125,"Bobby Witt Jr.",25764,677951
1993,"Rafael Palmeiro","TEX",0.29480737,0.106413994,124,"Rafael Palmeiro",1266,120191
1996,"Albert Belle","CLE",0.310631229,0.138461538,124,"Albert Belle",1000802,110839
1998,"Jeff Bagwell","HOU",0.303703703,0.164901664,124,"Jeff Bagwell",547,110432
2002,"Derek Jeter","NYY",0.29658385,0.1,124,"Derek Jeter",826,116539
2003,"Alex Rodriguez","TEX",0.298187808,0.121678321,124,"Alex Rodriguez",1274,121347
2004,"Vladimir Guerrero","ANA",0.336601307,0.076470588,124,"Vladimir Guerrero",778,115223
2005,"Alex Rodriguez","NYY",0.320661157,0.127272727,124,"Alex Rodriguez",1274,121347
2009,"Albert Pujols","STL",0.327464788,0.164285714,124,"Albert Pujols",1177,405395
1987,"Tim Raines","MON",0.330188679,0.143540669,123,"Tim Raines",1406,120891
1995,"Craig Biggio","HOU",0.30198915,0.118870728,123,"Craig Biggio",549,110987
1997,"Barry Bonds","SFG",0.291353383,0.210144927,123,"Barry Bonds",1109,111188
1998,"Chipper Jones","ATL",0.31281198,0.135785007,123,"Chipper Jones",97,116706
1998,"Craig Biggio","HOU",0.325077399,0.086720867,123,"Craig Biggio",549,110987
1998,"Alex Rodriguez","SEA",0.310495626,0.060160427,123,"Alex Rodriguez",1274,121347
1999,"Ken Griffey Jr.","SEA",0.285478547,0.128895184,123,"Ken Griffey Jr.",327,115135
1999,"Craig Biggio","HOU",0.294209702,0.117489986,123,"Craig Biggio",549,110987
1999,"Edgardo Alfonzo","NYM",0.304140127,0.117079889,123,"Edgardo Alfonzo",859,110135
2001,"Cliff Floyd","FLA",0.317117117,0.093799682,123,"Cliff Floyd",518,114260
2004,"Johnny Damon","BOS",0.304347826,0.108262108,123,"Johnny Damon",185,113028
2007,"Bobby Abreu","NYY",0.282644628,0.120171673,123,"Bobby Abreu",945,110029
2016,"Mike Trout","LAA",0.315118397,0.170337738,123,"Mike Trout",10155,545361
2017,"Giancarlo Stanton","MIA",0.281407035,0.122832369,123,"Giancarlo Stanton",4949,519317
2019,"Marcus Semien","OAK",0.284627092,0.116465863,123,"Marcus Semien",12533,543760
2021,"Vladimir Guerrero Jr.","TOR",0.311258278,0.123209169,123,"Vladimir Guerrero Jr.",19611,665489
1982,"Dwight Evans","BOS",0.29228243,0.154057771,122,"Dwight Evans",1003865,113936
1996,"Jim Thome","CLE",0.310891089,0.193396226,122,"Jim Thome",409,123272
1996,"Barry Bonds","SFG",0.30754352,0.223703703,122,"Barry Bonds",1109,111188
1997,"Nomar Garciaparra","BOS",0.305555555,0.047683923,122,"Nomar Garciaparra",190,114596
2000,"Andruw Jones","ATL",0.303353658,0.080932784,122,"Andruw Jones",96,116662
2002,"Sammy Sosa","CHC",0.287769784,0.154654654,122,"Sammy Sosa",302,122544
2005,"Derek Jeter","NYY",0.308868501,0.102393617,122,"Derek Jeter",826,116539
2006,"José Reyes","NYM",0.29984544,0.07539118,122,"Jose Reyes",1736,408314
2007,"Curtis Granderson","DET",0.302287581,0.076923076,122,"Curtis Granderson",4747,434158
2015,"Josh Donaldson","TOR",0.296774193,0.102672292,122,"Josh Donaldson",5038,518626
2016,"Josh Donaldson","TOR",0.284228769,0.155714285,122,"Josh Donaldson",5038,518626
2016,"Mookie Betts","BOS",0.31845238,0.067123287,122,"Mookie Betts",13611,605141
2019,"Alex Bregman","HOU",0.29602888,0.172463768,122,"Alex Bregman",17678,608324
2023,"Marcus Semien","TEX",0.276119402,0.095617529,122,"Marcus Semien",12533,543760
2024,"Aaron Judge","NYY",0.322003577,0.188920454,122,"Aaron Judge",15640,592450
1978,"Jim Rice","BOS",0.314623338,0.077747989,121,"Jim Rice",1010897,121140
1980,"Robin Yount","MIL",0.292962356,0.040185471,121,"Robin Yount",1014396,124721
1983,"Cal Ripken Jr.","BAL",0.318250377,0.079889807,121,"Cal Ripken Jr.",1010978,121222
1984,"Dwight Evans","BOS",0.295238095,0.1300813,121,"Dwight Evans",1003865,113936
1987,"Vince Coleman","STL",0.288924558,0.099715099,121,"Vince Coleman",1002433,112487
1993,"Paul Molitor","TOR",0.331761006,0.106206896,121,"Paul Molitor",1009040,119236
1995,"Edgar Martinez","SEA",0.356164383,0.181533646,121,"Edgar Martinez",1086,118365
1995,"Albert Belle","CLE",0.316849816,0.115689381,121,"Albert Belle",1000802,110839
1996,"Edgar Martinez","SEA",0.326653306,0.194006309,121,"Edgar Martinez",1086,118365
2000,"Darin Erstad","ANA",0.355029585,0.085676037,121,"Darin Erstad",11,113889
2000,"Ray Durham","CHW",0.280130293,0.105782792,121,"Ray Durham",230,113660
2001,"Shawn Green","LAD",0.297253634,0.102710413,121,"Shawn Green",651,115094
2004,"Carlos Beltrán","- - -",0.267111853,0.129943502,121,"Carlos Beltran",589,136860
2011,"Ian Kinsler","TEX",0.254838709,0.123098201,121,"Ian Kinsler",6195,435079
2016,"Kris Bryant","CHC",0.291873963,0.107296137,121,"Kris Bryant",15429,592178
2019,"Cody Bellinger","LAD",0.304659498,0.143939393,121,"Cody Bellinger",15998,641355
2021,"Bo Bichette","TOR",0.2984375,0.057971014,121,"Bo Bichette",19612,666182
2024,"Corbin Carroll","ARI",0.23089983,0.106725146,121,"Corbin Carroll",25878,682998
1979,"Don Baylor","CAL",0.296178343,0.09833795,120,"Don Baylor",1000700,110719
1982,"Lonnie Smith","STL",0.307432432,0.095238095,120,"Lonnie Smith",1012176,122430
1987,"Eric Davis","CIN",0.293248945,0.149466192,120,"Eric Davis",1003048,113102
1988,"Jose Canseco","OAK",0.306557377,0.110638297,120,"Jose Canseco",1001918,111962
1995,"Jim Edmonds","CAL",0.29032258,0.082258064,120,"Jim Edmonds",1153,113744
1997,"Andres Galarraga","COL",0.318333333,0.080118694,120,"Andres Galarraga",1390,114526
1998,"Ken Griffey Jr.","SEA",0.284360189,0.105555555,120,"Ken Griffey Jr.",327,115135
1998,"Scott Rolen","PHI",0.28951747,0.130801687,120,"Scott Rolen",970,121409
1998,"Barry Bonds","SFG",0.302536231,0.186513629,120,"Barry Bonds",1109,111188
1999,"Chuck Knoblauch","NYY",0.291873963,0.116083916,120,"Chuck Knoblauch",609,117197
2000,"Troy Glaus","ANA",0.284191829,0.16519174,120,"Troy Glaus",15,136267
2002,"Jason Giambi","NYY",0.314285714,0.15820029,120,"Jason Giambi",818,114739
2003,"Nomar Garciaparra","BOS",0.300911854,0.054242002,120,"Nomar Garciaparra",190,114596
2005,"Derrek Lee","CHC",0.335016835,0.12301013,120,"Derrek Lee",525,117601
2007,"Matt Holliday","COL",0.339622641,0.088359046,120,"Matt Holliday",1873,407812
2021,"Freddie Freeman","ATL",0.3,0.122302158,120,"Freddie Freeman",5361,518692
1979,"George Brett","KCR",0.32868217,0.072753209,119,"George Brett",1001400,111437
1982,"Rickey Henderson","OAK",0.266791044,0.176829268,119,"Rickey Henderson",194,115749
1986,"Kirby Puckett","MIN",0.327941176,0.047026279,119,"Kirby Puckett",1010557,120790
1987,"Tony Gwynn","SDP",0.370118845,0.120588235,119,"Tony Gwynn",1005166,115270
1990,"Rickey Henderson","OAK",0.325153374,0.163299663,119,"Rickey Henderson",194,115749
1995,"Tony Phillips","CAL",0.26095238,0.175738724,119,"Tony Phillips",1010300,120522
1996,"Andres Galarraga","COL",0.303514376,0.05788712,119,"Andres Galarraga",1390,114526
1996,"Tony Phillips","CHW",0.277108433,0.173852573,119,"Tony Phillips",1010300,120522
2000,"Derek Jeter","NYY",0.338954468,0.100147275,119,"Derek Jeter",826,116539
2004,"Jimmy Rollins","PHI",0.289193302,0.078620689,119,"Jimmy Rollins",971,276519
2005,"David Ortiz","BOS",0.299500831,0.143057503,119,"David Ortiz",745,120074
2006,"Alfonso Soriano","WSN",0.276661514,0.092032967,119,"Alfonso Soriano",847,150093
2006,"Albert Pujols","STL",0.330841121,0.14511041,119,"Albert Pujols",1177,405395
2006,"Matt Holliday","COL",0.325581395,0.070464767,119,"Matt Holliday",1873,407812
2006,"Hanley Ramirez","FLA",0.292259083,0.08,119,"Hanley Ramirez",8001,434670
2007,"José Reyes","NYM",0.280469897,0.100653594,119,"Jose Reyes",1736,408314
2011,"Jacoby Ellsbury","BOS",0.321212121,0.071038251,119,"Jacoby Ellsbury",4727,453056
2018,"Charlie Blackmon","COL",0.290734824,0.084770114,119,"Charlie Blackmon",7859,453568
1980,"Al Bumbry","BAL",0.317829457,0.105691056,118,"Al Bumbry",1001649,111687
1985,"Dale Murphy","ATL",0.300324675,0.126404494,118,"Dale Murphy",1009355,119545
1988,"Rickey Henderson","NYY",0.305054151,0.126738794,118,"Rickey Henderson",194,115749
1996,"Gary Sheffield","FLA",0.31406551,0.209748892,118,"Gary Sheffield",114,122111
1996,"Mo Vaughn","BOS",0.325984251,0.126329787,118,"Mo Vaughn",899,123678
1999,"Bobby Abreu","PHI",0.335164835,0.164652567,118,"Bobby Abreu",945,110029
1999,"Mark McGwire","STL",0.27831094,0.201210287,118,"Mark McGwire",1008559,118743
2000,"Chipper Jones","ATL",0.310880829,0.138483965,118,"Chipper Jones",97,116706
2000,"Richard Hidalgo","HOU",0.313620071,0.086956521,118,"Richard Hidalgo",561,115902
2001,"Craig Biggio","HOU",0.291734197,0.092050209,118,"Craig Biggio",549,110987
2001,"Bobby Abreu","PHI",0.289115646,0.150568181,118,"Bobby Abreu",945,110029
2001,"Bret Boone","SEA",0.330658105,0.057971014,118,"Bret Boone",1067,111214
2002,"Johnny Damon","BOS",0.285714285,0.092592592,118,"Johnny Damon",185,113028
2002,"Albert Pujols","STL",0.313559322,0.106666666,118,"Albert Pujols",1177,405395
2003,"Vernon Wells","TOR",0.317109144,0.057142857,118,"Vernon Wells",1326,150484
2004,"Bobby Abreu","PHI",0.301393728,0.178120617,118,"Bobby Abreu",945,110029
2004,"J.D. Drew","ATL",0.305019305,0.182945736,118,"J.D. Drew",1152,136770
2006,"Derek Jeter","NYY",0.343499197,0.096503496,118,"Derek Jeter",826,116539
2007,"Grady Sizemore","CLE",0.277070063,0.135026737,118,"Grady Sizemore",2197,429713
2008,"Dustin Pedroia","BOS",0.32618683,0.068870523,118,"Dustin Pedroia",8370,456030
2015,"Bryce Harper","WSN",0.330134357,0.189602446,118,"Bryce Harper",11579,547180
2018,"Christian Yelich","MIL",0.325783972,0.104454685,118,"Christian Yelich",11477,592885
2024,"Gunnar Henderson","BAL",0.28095238,0.108484005,118,"Gunnar Henderson",26289,683002
1979,"Jim Rice","BOS",0.324717285,0.082848837,117,"Jim Rice",1010897,121140
1986,"Don Mattingly","NYY",0.35155096,0.071428571,117,"Don Mattingly",1008261,118443
1996,"Barry Larkin","CIN",0.29787234,0.153110047,117,"Barry Larkin",335,117501
1996,"Brady Anderson","BAL",0.297063903,0.110625909,117,"Brady Anderson",364,110229
1996,"Lance Johnson","NYM",0.332844574,0.04558011,117,"Lance Johnson",1006482,116603
1997,"Chuck Knoblauch","MIN",0.291325695,0.117318435,117,"Chuck Knoblauch",609,117197
1998,"Chuck Knoblauch","NYY",0.265339966,0.107648725,117,"Chuck Knoblauch",609,117197
2002,"Barry Bonds","SFG",0.369727047,0.323529411,117,"Barry Bonds",1109,111188
2003,"Manny Ramirez","BOS",0.32513181,0.142857142,117,"Manny Ramirez",210,120903
2003,"Carlos Delgado","TOR",0.301754385,0.154609929,117,"Carlos Delgado",1297,113232
2004,"Gary Sheffield","NYY",0.289703315,0.134502923,117,"Gary Sheffield",114,122111
2005,"Johnny Damon","BOS",0.315705128,0.077034883,117,"Johnny Damon",185,113028
2006,"Garrett Atkins","COL",0.328903654,0.113669064,117,"Garrett Atkins",1790,425548
2007,"Magglio Ordonez","DET",0.36302521,0.111929307,117,"Magglio Ordonez",248,120044
2016,"Ian Kinsler","DET",0.288025889,0.066273932,117,"Ian Kinsler",6195,435079
2017,"Paul Goldschmidt","ARI",0.297491039,0.141353383,117,"Paul Goldschmidt",9218,502671
2019,"Anthony Rendon","WSN",0.319266055,0.123839009,117,"Anthony Rendon",12861,543685
2021,"Jose Altuve","HOU",0.277870216,0.097345132,117,"Jose Altuve",5417,514888
2022,"Freddie Freeman","LAD",0.325163398,0.118644067,117,"Freddie Freeman",5361,518692
2022,"Mookie Betts","LAD",0.269230769,0.086071987,117,"Mookie Betts",13611,605141
2023,"Austin Riley","ATL",0.28144654,0.082517482,117,"Austin Riley",18360,663586
1979,"Keith Hernandez","STL",0.344262295,0.11461318,116,"Keith Hernandez",1005706,115826
1979,"Fred Lynn","BOS",0.333333333,0.131832797,116,"Fred Lynn",1007872,118040
1985,"Cal Ripken Jr.","BAL",0.281931464,0.093314763,116,"Cal Ripken Jr.",1010978,121222
1990,"Ryne Sandberg","CHC",0.305691056,0.074074074,116,"Ryne Sandberg",1011411,121665
1993,"Kenny Lofton","CLE",0.32513181,0.123287671,116,"Kenny Lofton",246,117863
1993,"Devon White","TOR",0.27257525,0.085329341,116,"Devon White",1013862,124164
1996,"Ivan Rodriguez","TEX",0.300469483,0.055474452,116,"Ivan Rodriguez",1275,121358
1997,"Derek Jeter","NYY",0.290519877,0.098930481,116,"Derek Jeter",826,116539
1999,"Chipper Jones","ATL",0.319223985,0.179743223,116,"Chipper Jones",97,116706
1999,"Bernie Williams","NYY",0.34179357,0.143472022,116,"Bernie Williams",857,124288
1999,"Ivan Rodriguez","TEX",0.331666666,0.038095238,116,"Ivan Rodriguez",1275,121358
2001,"Brian Giles","PIT",0.309027777,0.133531157,116,"Brian Giles",990,114789
2002,"Magglio Ordonez","CHW",0.320338983,0.081039755,116,"Magglio Ordonez",248,120044
2007,"David Ortiz","BOS",0.331511839,0.166416791,116,"David Ortiz",745,120074
2008,"Carlos Beltrán","NYM",0.283828382,0.130311614,116,"Carlos Beltran",589,136860
2016,"Nolan Arenado","COL",0.294498381,0.097701149,116,"Nolan Arenado",9777,571448
2016,"George Springer","HOU",0.260869565,0.118279569,116,"George Springer",12856,543807
2023,"Corbin Carroll","ARI",0.284955752,0.088372093,116,"Corbin Carroll",25878,682998
1983,"Eddie Murray","BAL",0.305841924,0.126470588,115,"Eddie Murray",1009386,119579
1985,"Tim Raines","MON",0.32,0.121804511,115,"Tim Raines",1406,120891
1987,"Dale Murphy","ATL",0.295053003,0.165945165,115,"Dale Murphy",1009355,119545
1988,"Paul Molitor","MIL",0.311986863,0.102749638,115,"Paul Molitor",1009040,119236
1991,"Rafael Palmeiro","TEX",0.321711568,0.095238095,115,"Rafael Palmeiro",1266,120191
1991,"Jose Canseco","OAK",0.265734265,0.117293233,115,"Jose Canseco",1001918,111962
1998,"Jim Edmonds","ANA",0.307178631,0.086494688,115,"Jim Edmonds",1153,113744
1999,"Jason Giambi","OAK",0.314782608,0.151079136,115,"Jason Giambi",818,114739
2000,"Frank Thomas","CHW",0.328178694,0.158415841,115,"Frank Thomas",255,123245
2000,"Carlos Delgado","TOR",0.344463971,0.17299578,115,"Carlos Delgado",1297,113232
2004,"Todd Helton","COL",0.347349177,0.185944363,115,"Todd Helton",432,115732
2005,"Jimmy Rollins","PHI",0.289512555,0.06420765,115,"Jimmy Rollins",971,276519
2006,"Johnny Damon","NYY",0.284991568,0.099850968,115,"Johnny Damon",185,113028
2006,"David Ortiz","BOS",0.286738351,0.173469387,115,"David Ortiz",745,120074
2008,"David Wright","NYM",0.301916932,0.127717391,115,"David Wright",3787,431151
2009,"Dustin Pedroia","BOS",0.295527156,0.103641456,115,"Dustin Pedroia",8370,456030
2010,"Albert Pujols","STL",0.311754684,0.147142857,115,"Albert Pujols",1177,405395
2011,"Matt Kemp","LAD",0.323920265,0.107402031,115,"Matt Kemp",5631,461314
2014,"Mike Trout","LAA",0.287375415,0.117730496,115,"Mike Trout",10155,545361
2016,"Xander Bogaerts","BOS",0.294478527,0.080667593,115,"Xander Bogaerts",12161,593428
2021,"Marcus Semien","TOR",0.265337423,0.09116022,115,"Marcus Semien",12533,543760
1979,"Carney Lansford","CAL",0.287461773,0.05477528,114,"Carney Lansford",1007331,117488
1984,"Ryne Sandberg","CHC",0.314465408,0.074285714,114,"Ryne Sandberg",1011411,121665
1985,"Willie McGee","STL",0.352941176,0.052147239,114,"Willie McGee",1008513,118694
1987,"Paul Molitor","MIL",0.352688172,0.127306273,114,"Paul Molitor",1009040,119236
1992,"Tony Phillips","DET",0.275577557,0.155525238,114,"Tony Phillips",1010300,120522
1993,"Rickey Henderson","- - -",0.288981288,0.196721311,114,"Rickey Henderson",194,115749
1996,"Chipper Jones","ATL",0.309364548,0.125541125,114,"Chipper Jones",97,116706
1996,"Dante Bichette","COL",0.312796208,0.064841498,114,"Dante Bichette",1000946,110974
1999,"Sammy Sosa","CHC",0.288,0.109550561,114,"Sammy Sosa",302,122544
1999,"Todd Helton","COL",0.320069204,0.103500761,114,"Todd Helton",432,115732
1999,"Juan Gonzalez","TEX",0.325622775,0.081081081,114,"Juan Gonzalez",1251,114932
2000,"Jeff Kent","SFG",0.333901192,0.129496402,114,"Jeff Kent",1119,116999
2001,"Rich Aurilia","SFG",0.323899371,0.068214804,114,"Rich Aurilia",1106,110383
2002,"Ray Durham","- - -",0.289007092,0.110773899,114,"Ray Durham",230,113660
2002,"Carlos Beltrán","KCR",0.273155416,0.09833795,114,"Carlos Beltran",589,136860
2003,"Alfonso Soriano","NYY",0.29032258,0.051771117,114,"Alfonso Soriano",847,150093
2004,"Michael Young","TEX",0.313043478,0.059539918,114,"Michael Young",1286,276545
2005,"Michael Young","TEX",0.330838323,0.079234972,114,"Michael Young",1286,276545
2007,"Alex Rios","TOR",0.297045101,0.077355836,114,"Alex Rios",2090,425567
2008,"Lance Berkman","HOU",0.312274368,0.14887218,114,"Lance Berkman",548,204020
2009,"Chone Figgins","LAA",0.297560975,0.138545953,114,"Chone Figgins",1580,408210
2017,"Dee Strange-Gordon","MIA",0.307810107,0.035971223,114,"Dee Strange-Gordon",8203,543829
2024,"José Ramírez","CLE",0.279032258,0.079178885,114,"Jose Ramirez",13510,608070
1979,"Willie Wilson","KCR",0.31462585,0.04375,113,"Willie Wilson",1014113,124435
1982,"Dale Murphy","ATL",0.280936454,0.133237822,113,"Dale Murphy",1009355,119545
1984,"Rickey Henderson","OAK",0.292828685,0.144053601,113,"Rickey Henderson",194,115749
1985,"Ryne Sandberg","CHC",0.305418719,0.084695393,113,"Ryne Sandberg",1011411,121665
1987,"Juan Samuel","PHI",0.271755725,0.082644628,113,"Juan Samuel",1011400,121651
1989,"Rickey Henderson","- - -",0.273567467,0.18694362,113,"Rickey Henderson",194,115749
1989,"Wade Boggs","BOS",0.330112721,0.144204851,113,"Wade Boggs",1001124,111153
1993,"Ken Griffey Jr.","SEA",0.30927835,0.138929088,113,"Ken Griffey Jr.",327,115135
1993,"Ron Gant","ATL",0.273927392,0.098240469,113,"Ron Gant",1032,114567
1993,"Tony Phillips","DET",0.312720848,0.186704384,113,"Tony Phillips",1010300,120522
1996,"Craig Biggio","HOU",0.287603305,0.103734439,113,"Craig Biggio",549,110987
1996,"Eric Young Sr.","COL",0.323943661,0.073094867,113,"Eric Young Sr.",716,124695
1998,"Larry Walker","COL",0.363436123,0.122137404,113,"Larry Walker",455,123833
1998,"John Valentin","BOS",0.246598639,0.113069016,113,"John Valentin",1375,123608
1998,"Albert Belle","CHW",0.328407224,0.114730878,113,"Albert Belle",1000802,110839
1999,"Carlos Delgado","TOR",0.272251308,0.126284875,113,"Carlos Delgado",1297,113232
2001,"Chipper Jones","ATL",0.33041958,0.144756277,113,"Chipper Jones",97,116706
2001,"Roberto Alomar","CLE",0.335652173,0.118168389,113,"Roberto Alomar",860,110183
2005,"Chone Figgins","LAA",0.289719626,0.088888888,113,"Chone Figgins",1580,408210
2006,"Rafael Furcal","LAD",0.299694189,0.099184782,113,"Rafael Furcal",88,279577
2006,"Alex Rodriguez","NYY",0.29020979,0.133531157,113,"Alex Rodriguez",1274,121347
2007,"Dan Uggla","FLA",0.245253164,0.093406593,113,"Dan Uggla",3442,462564
2007,"David Wright","NYM",0.324503311,0.132208157,113,"David Wright",3787,431151
2008,"Chase Utley","PHI",0.291598023,0.090523338,113,"Chase Utley",1679,400284
2008,"José Reyes","NYM",0.296511627,0.086500655,113,"Jose Reyes",1736,408314
2008,"Nate McLouth","PIT",0.276381909,0.09489051,113,"Nate McLouth",3190,434661
2009,"Ryan Braun","MIL",0.319685039,0.080508474,113,"Ryan Braun",3410,460075
