Season,Name,Team,AVG,BB%,R,NameASCII,PlayerId,MLBAMID
1984,"Floyd Rayford","BAL",0.256,0.044609665,24,"Floyd Rayford",1010724,120958
1984,"R.J. Reynolds","LAD",0.258333333,0.053435114,24,"R.J. Reynolds",1010872,121112
1985,"Dave Anderson","LAD",0.199095022,0.133587786,24,"Dave Anderson",1000223,110231
1985,"Tom Foley","- - -",0.24,0.07063197,24,"Tom Foley",1004200,114284
1985,"Billy Hatcher","CHC",0.245398773,0.04494382,24,"Billy Hatcher",1005486,115602
1985,"Bob Kearney","SEA",0.24262295,0.033742331,24,"Bob Kearney",1006728,116873
1985,"Jim Pankovits","HOU",0.244186046,0.089005235,24,"Jim Pankovits",1009979,120203
1985,"Ed Romero","MIL",0.250996015,0.092198581,24,"Ed Romero",1011171,121423
1985,"Ron Washington","MIN",0.274074074,0.053691275,24,"Ron Washington",1013658,123965
1985,"U L Washington","MON",0.248704663,0.071770334,24,"U L Washington",1013659,123967
1985,"Joel Youngblood","SFG",0.269565217,0.114068441,24,"Joel Youngblood",1014383,124715
1986,"Alan Ashby","HOU",0.257142857,0.10803324,24,"Alan Ashby",1000336,110350
1986,"Buddy Biancalana","KCR",0.242105263,0.071770334,24,"Buddy Biancalana",1000942,110970
1986,"Mike Felder","MIL",0.238709677,0.074712643,24,"Mike Felder",1003970,114048
1986,"Danny Heep","NYM",0.282051282,0.13215859,24,"Danny Heep",1005576,115691
1986,"Tito Landrum","STL",0.209756097,0.086956521,24,"Tito Landrum",1007305,117461
1986,"Bob Melvin","SFG",0.223880597,0.051903114,24,"Bob Melvin",1008758,118942
1986,"Charlie Moore","MIL",0.259574468,0.079545454,24,"Charlie Moore",1009099,119290
1986,"Jamie Quirk","KCR",0.214611872,0.071428571,24,"Jamie Quirk",1010621,120857
1986,"Angel Salazar","KCR",0.244966442,0.022364217,24,"Angel Salazar",1011377,121629
1986,"Dickie Thon","HOU",0.248201438,0.093851132,24,"Dickie Thon",1013033,123309
1987,"Paul O'Neill","CIN",0.25625,0.101123595,24,"Paul O'Neill",1009818,120028
1987,"Al Pedrique","- - -",0.293650793,0.067615658,24,"Al Pedrique",1010121,120349
1987,"Jamie Quirk","KCR",0.236486486,0.083832335,24,"Jamie Quirk",1010621,120857
1987,"Angel Salazar","KCR",0.205047318,0.018072289,24,"Angel Salazar",1011377,121629
1987,"Rick Schu","PHI",0.234693877,0.0913242,24,"Rick Schu",1011650,121872
1987,"Jim Walewander","DET",0.24074074,0.111111111,24,"Jim Walewander",1013506,123809
1988,"Cecil Fielder","TOR",0.229885057,0.07368421,24,"Cecil Fielder",1004026,114106
1988,"Terry Francona","CLE",0.311320754,0.022522522,24,"Terry Francona",1004292,114378
1988,"Mike Heath","DET",0.246575342,0.074688796,24,"Mike Heath",1005564,115676
1988,"Michael LaValliere","PIT",0.261363636,0.122249388,24,"Michael LaValliere",1007387,117543
1989,"Rich Gedman","BOS",0.211538461,0.079584775,24,"Rich Gedman",1004592,114676
1989,"Tommy Gregg","ATL",0.242753623,0.060402684,24,"Tommy Gregg",1005021,115118
1989,"Tim Laudner","MIN",0.221757322,0.092592592,24,"Tim Laudner",1007381,117537
1989,"Gerald Perry","ATL",0.251879699,0.105610561,24,"Gerald Perry",1010211,120439
1989,"Gary Thurman","KCR",0.195402298,0.142857142,24,"Gary Thurman",1013051,123326
1990,"Brady Anderson","BAL",0.23076923,0.111111111,24,"Brady Anderson",364,110229
1990,"Steve Balboni","NYY",0.191729323,0.114006514,24,"Steve Balboni",1000473,110494
1990,"Gary Carter","SFG",0.25409836,0.091911764,24,"Gary Carter",1002015,112061
1990,"Mike Kingery","SFG",0.29468599,0.052863436,24,"Mike Kingery",1006928,117090
1990,"Rick Leach","SFG",0.293103448,0.107142857,24,"Rick Leach",1007426,117580
1990,"Deion Sanders","NYY",0.157894736,0.087248322,24,"Deion Sanders",1011415,121668
1990,"John Shelby","- - -",0.247967479,0.038167938,24,"John Shelby",1011853,122112
1991,"Ivan Rodriguez","TEX",0.264285714,0.017361111,24,"Ivan Rodriguez",1275,121358
1991,"Mike Aldrete","- - -",0.242424242,0.1625,24,"Mike Aldrete",1000114,110119
1991,"Dave Anderson","SFG",0.24778761,0.05,24,"Dave Anderson",1000223,110231
1991,"Mario Diaz","TEX",0.263736263,0.074257425,24,"Mario Diaz",1003267,113331
1991,"Lloyd McClendon","PIT",0.288343558,0.098360655,24,"Lloyd McClendon",1008394,118576
1991,"Billy Ripken","BAL",0.216027874,0.047619047,24,"Billy Ripken",1010977,121223
1991,"Mike Sharperson","LAD",0.277777777,0.099206349,24,"Mike Sharperson",1011809,122066
1991,"Gary Thurman","KCR",0.277173913,0.055,24,"Gary Thurman",1013051,123326
1991,"Max Venable","CAL",0.245989304,0.053398058,24,"Max Venable",1013401,123696
1992,"Rey Sanchez","CHC",0.250980392,0.036363636,24,"Rey Sanchez",213,121663
1992,"Todd Benzinger","LAD",0.238907849,0.047923322,24,"Todd Benzinger",1000859,110887
1992,"Gary Carter","MON",0.217543859,0.101538461,24,"Gary Carter",1002015,112061
1992,"Eric Fox","OAK",0.237762237,0.079754601,24,"Eric Fox",1004276,114356
1992,"Jeff Frye","TEX",0.256281407,0.069565217,24,"Jeff Frye",1004378,114464
1992,"Mike Gallego","NYY",0.25433526,0.099502487,24,"Mike Gallego",1004458,114545
1992,"Craig Grebeck","CHW",0.268292682,0.09009009,24,"Craig Grebeck",1004982,115078
1992,"Dion James","NYY",0.262068965,0.129411764,24,"Dion James",1006349,116476
1992,"Kirt Manwaring","SFG",0.243553008,0.074550128,24,"Kirt Manwaring",1008091,118267
1992,"Mike Stanley","NYY",0.248554913,0.159420289,24,"Mike Stanley",1012416,122673
1992,"Jose Uribe","SFG",0.24074074,0.077348066,24,"Jose Uribe",1013300,123585
1993,"Sandy Alomar Jr.","CLE",0.269767441,0.046413502,24,"Sandy Alomar Jr.",221,110184
1993,"Skeeter Barnes","DET",0.28125,0.061111111,24,"Skeeter Barnes",1000575,110591
1993,"Damon Berryhill","ATL",0.244776119,0.057851239,24,"Damon Berryhill",1000904,110939
1993,"Butch Davis","TEX",0.245283018,0.029411764,24,"Butch Davis",1003040,113144
1993,"Mario Diaz","TEX",0.273170731,0.03539823,24,"Mario Diaz",1003267,113331
1993,"Chris James","- - -",0.275,0.098901098,24,"Chris James",1006347,116477
1993,"Scott Servais","HOU",0.244186046,0.075601374,24,"Scott Servais",1011756,122011
1993,"Darrell Whitmore","FLA",0.204,0.037453183,24,"Darrell Whitmore",1013903,124217
1994,"Pat Borders","TOR",0.247457627,0.048231511,24,"Pat Borders",1068,111232
1994,"Dan Wilson","SEA",0.216312056,0.0330033,24,"Dan Wilson",1102,124383
1994,"Tom Brunansky","- - -",0.234146341,0.103004291,24,"Tom Brunansky",1001589,111629
1994,"Thomas Howard","CIN",0.264044943,0.052083333,24,"Thomas Howard",1006090,116215
1994,"Reggie Jefferson","SEA",0.327160493,0.093922651,24,"Reggie Jefferson",1006381,116515
1994,"Charlie O'Brien","ATL",0.243421052,0.087209302,24,"Charlie O'Brien",1009685,119889
1995,"Jorge Fabregas","CAL",0.246696035,0.068548387,24,"Jorge Fabregas",12,113966
1995,"Jeff Huson","BAL",0.248447204,0.083333333,24,"Jeff Huson",1006229,116358
1995,"Danny Sheaffer","STL",0.23076923,0.099137931,24,"Danny Sheaffer",1011829,122094
1995,"Tim Wallach","LAD",0.266055045,0.074585635,24,"Tim Wallach",1013554,123865
1996,"Tomas Perez","TOR",0.250847457,0.076219512,24,"Tomas Perez",965,120416
1996,"Russ Davis","SEA",0.233532934,0.089005235,24,"Russ Davis",1003076,113137
1996,"Steve Decker","- - -",0.244897959,0.105263157,24,"Steve Decker",1003129,113189
1996,"Derrick May","HOU",0.25096525,0.102040816,24,"Derrick May",1008293,118471
1997,"Greg Myers","- - -",0.258620689,0.088082901,24,"Greg Myers",933,119616
1997,"Todd Greene","ANA",0.29032258,0.053435114,24,"Todd Greene",1450,115103
1997,"David Howard","KCR",0.24074074,0.056497175,24,"David Howard",1006075,116201
1997,"Thomas Howard","HOU",0.247058823,0.09090909,24,"Thomas Howard",1006090,116215
1997,"Chris Jones","SDP",0.243421052,0.093023255,24,"Chris Jones",1006539,116671
1997,"Aaron Ledesma","BAL",0.352272727,0.125,24,"Aaron Ledesma",1007444,117597
1997,"Norberto Martin","CHW",0.300469483,0.02739726,24,"Norberto Martin",1008185,118348
1997,"James Mouton","HOU",0.211111111,0.088235294,24,"James Mouton",1009268,119463
1998,"Aaron Boone","CIN",0.281767955,0.072815533,24,"Aaron Boone",311,111213
1998,"Jose Vidro","MON",0.219512195,0.110204081,24,"Jose Vidro",802,123723
1998,"Jermaine Dye","KCR",0.233644859,0.047826086,24,"Jermaine Dye",911,113679
1998,"Mike Matheny","MIL",0.2375,0.032258064,24,"Mike Matheny",1169,118414
1998,"Orlando Merced","- - -",0.278026905,0.080971659,24,"Orlando Merced",1393,118958
1998,"Justin Baughman","ANA",0.25510204,0.028436018,24,"Justin Baughman",1000682,132200
1998,"Reggie Jefferson","BOS",0.306122448,0.09589041,24,"Reggie Jefferson",1006381,116515
1999,"Craig Counsell","- - -",0.218390804,0.071794871,24,"Craig Counsell",52,112736
1999,"Placido Polanco","STL",0.277272727,0.0625,24,"Placido Polanco",1176,135784
1999,"Russ Johnson","HOU",0.282051282,0.109289617,24,"Russ Johnson",1216,116641
1999,"Edgard Clemente","COL",0.253086419,0.040935672,24,"Edgard Clemente",1002337,136762
1999,"Mike Lansing","COL",0.310344827,0.04516129,24,"Mike Lansing",1007334,117491
1999,"Mike Macfarlane","OAK",0.243362831,0.052845528,24,"Mike Macfarlane",1007905,118073
1999,"Matt Mieske","- - -",0.306666666,0.04968944,24,"Matt Mieske",1008849,119038
2000,"Gary Matthews","CHC",0.189873417,0.085714285,24,"Gary Matthews",153,150439
2000,"Luis Lopez","MIL",0.263681592,0.04,24,"Luis Lopez",695,117922
2000,"Adam Piatt","OAK",0.299363057,0.126373626,24,"Adam Piatt",935,276516
2000,"Tony Eusebio","HOU",0.279816513,0.100401606,24,"Tony Eusebio",1003854,113929
2000,"Wally Joyner","ATL",0.28125,0.119230769,24,"Wally Joyner",1006637,116780
2000,"Hal Morris","- - -",0.278106508,0.151960784,24,"Hal Morris",1009209,119406
2001,"Shawn Wooten","ANA",0.312217194,0.021551724,24,"Shawn Wooten",43,279564
2001,"Greg Myers","- - -",0.223602484,0.115384615,24,"Greg Myers",933,119616
2001,"Chad Curtis","TEX",0.252173913,0.107692307,24,"Chad Curtis",1002898,112963
2001,"Jeff Frye","TOR",0.245714285,0.06185567,24,"Jeff Frye",1004378,114464
2001,"Felix Martinez","TBD",0.246575342,0.042016806,24,"Felix Martinez",1008164,118366
2002,"Paul Bako","MIL",0.235042735,0.077821011,24,"Paul Bako",676,132720
2002,"Peter Bergeron","MON",0.186991869,0.148648648,24,"Peter Bergeron",763,150395
2002,"Eric Byrnes","OAK",0.244680851,0.029126213,24,"Eric Byrnes",905,291565
2002,"Ben Davis","SEA",0.258771929,0.071146245,24,"Ben Davis",1074,150433
2002,"Rusty Greer","TEX",0.296482412,0.08675799,24,"Rusty Greer",1252,115114
2002,"Mark DeRosa","ATL",0.297169811,0.051724137,24,"Mark DeRosa",1392,136660
2002,"Adam Hyzdu","PIT",0.232258064,0.117318435,24,"Adam Hyzdu",1543,283210
2003,"Lou Merloni","- - -",0.26519337,0.122065727,24,"Lou Merloni",201,134265
2003,"Doug Glanville","- - -",0.264227642,0.031007751,24,"Doug Glanville",956,114844
2003,"Jeff Cirillo","SEA",0.205426356,0.081911262,24,"Jeff Cirillo",1073,112297
2003,"Omar Infante","DET",0.221719457,0.073770491,24,"Omar Infante",1609,408299
2003,"Ray Olmedo","CIN",0.239130434,0.052,24,"Ray Olmedo",1718,408232
2003,"Jhonny Peralta","CLE",0.227272727,0.074074074,24,"Jhonny Peralta",1738,425509
2004,"Wes Helms","MIL",0.262773722,0.078431372,24,"Wes Helms",94,136500
2004,"Trot Nixon","BOS",0.315436241,0.089820359,24,"Trot Nixon",204,119811
2004,"Preston Wilson","COL",0.247524752,0.076576576,24,"Preston Wilson",545,133343
2004,"Dave McCarty","BOS",0.258278145,0.083333333,24,"Dave McCarty",1462,118560
2004,"Marcus Thames","DET",0.254545454,0.086956521,24,"Marcus Thames",1523,407801
2004,"Dewayne Wise","ATL",0.228395061,0.051428571,24,"Dewayne Wise",1554,276547
2005,"Desi Relaford","COL",0.223809523,0.092436974,24,"Desi Relaford",1096,121058
2005,"Chris Snyder","ARI",0.202453987,0.107238605,24,"Chris Snyder",4606,430965
2005,"Yuniesky Betancourt","SEA",0.25592417,0.048245614,24,"Yuniesky Betancourt",8585,435358
2006,"Tony Batista","MIN",0.235955056,0.076923076,24,"Tony Batista",124,110682
2006,"Damion Easley","ARI",0.232804232,0.095454545,24,"Damion Easley",464,113702
2006,"Javier Valentin","CIN",0.268817204,0.064676616,24,"Javier Valentin",759,123609
2006,"Choo Freeman","COL",0.236994219,0.073298429,24,"Choo Freeman",1872,425551
2007,"Royce Clayton","- - -",0.246153846,0.064814814,24,"Royce Clayton",226,112381
2007,"Damion Easley","NYM",0.279792746,0.087155963,24,"Damion Easley",464,113702
2007,"Robert Fick","WSN",0.233502538,0.08597285,24,"Robert Fick",466,137001
2007,"Ramon Castro","NYM",0.284722222,0.063694267,24,"Ramon Castro",514,135783
2007,"Jeff Cirillo","- - -",0.248704663,0.087155963,24,"Jeff Cirillo",1073,112297
2007,"Abraham O. Nunez","PHI",0.234126984,0.104529616,24,"Abraham O. Nunez",1420,119865
2007,"Omar Infante","DET",0.271084337,0.050561797,24,"Omar Infante",1609,408299
2007,"Jeff Mathis","LAA",0.210526315,0.076923076,24,"Jeff Mathis",3448,425772
2008,"Nomar Garciaparra","LAD",0.26380368,0.082872928,24,"Nomar Garciaparra",190,114596
2008,"Russell Branyan","MIL",0.25,0.125,24,"Russell Branyan",370,137140
2008,"Omar Vizquel","SFG",0.221804511,0.08,24,"Omar Vizquel",411,123744
2008,"Jack Wilson","PIT",0.272131147,0.039393939,24,"Jack Wilson",1017,333292
2008,"Wilson Betemit","NYY",0.264550264,0.03030303,24,"Wilson Betemit",1861,400140
2008,"Miguel Montero","ARI",0.255434782,0.091787439,24,"Miguel Montero",3364,471083
2008,"Daniel Murphy","NYM",0.312977099,0.119205298,24,"Daniel Murphy",4316,502517
2008,"Pablo Sandoval","SFG",0.344827586,0.025974025,24,"Pablo Sandoval",5409,467055
2008,"Brian Anderson","CHW",0.232044198,0.051813471,24,"Brian Anderson",6144,435042
2009,"Kyle Blanks","SDP",0.25,0.104651162,24,"Kyle Blanks",49,452035
2009,"Omar Infante","ATL",0.305418719,0.082969432,24,"Omar Infante",1609,408299
2009,"Ronny Paulino","FLA",0.271966527,0.093984962,24,"Ronny Paulino",2129,425661
2009,"Kenji Johjima","SEA",0.246861924,0.046511627,24,"Kenji Johjima",5811,492706
2010,"Ronnie Belliard","LAD",0.216049382,0.097297297,24,"Ronnie Belliard",677,150071
2010,"Mike Cameron","BOS",0.259259259,0.077777777,24,"Mike Cameron",1070,111904
2010,"Nick Punto","MIN",0.238095238,0.097222222,24,"Nick Punto",1429,346857
2010,"Reed Johnson","LAD",0.262376237,0.023255813,24,"Reed Johnson",1702,407862
2010,"Mike Fontenot","- - -",0.283333333,0.057471264,24,"Mike Fontenot",3912,430917
2010,"Ben Francisco","PHI",0.268156424,0.071065989,24,"Ben Francisco",4677,450204
2010,"George Kottaras","MIL",0.202830188,0.132,24,"George Kottaras",5506,435459
2010,"Kevin Frandsen","LAA",0.25,0.052023121,24,"Kevin Frandsen",7528,435623
2010,"Jonathan Lucroy","MIL",0.252707581,0.06060606,24,"Jonathan Lucroy",7870,518960
2010,"Rob Johnson","SEA",0.191011235,0.119617224,24,"Rob Johnson",8029,453531
2011,"Eric Hinske","ATL",0.233050847,0.098484848,24,"Eric Hinske",1305,400134
2011,"Chone Figgins","SEA",0.1875,0.067092651,24,"Chone Figgins",1580,408210
2011,"Bill Hall","- - -",0.21081081,0.055276381,24,"Bill Hall",1605,407849
2011,"Matt Treanor","- - -",0.214285714,0.140495867,24,"Matt Treanor",2265,276354
2011,"Luke Scott","BAL",0.220095693,0.101694915,24,"Luke Scott",3469,432928
2011,"Ben Francisco","PHI",0.244,0.112627986,24,"Ben Francisco",4677,450204
2011,"Tony Campana","CHC",0.258741258,0.051612903,24,"Tony Campana",4964,542999
2011,"Kevin Kouzmanoff","- - -",0.235042735,0.046692607,24,"Kevin Kouzmanoff",5995,450260
2011,"Jason Kipnis","CLE",0.272058823,0.073333333,24,"Jason Kipnis",9776,543401
2012,"Gerald Laird","DET",0.281609195,0.073298429,24,"Gerald Laird",1698,408042
2012,"Jayson Nix","NYY",0.242937853,0.06930693,24,"Jayson Nix",3790,434624
2012,"Kevin Frandsen","PHI",0.338461538,0.042857142,24,"Kevin Frandsen",7528,435623
2012,"Brett Wallace","HOU",0.253275109,0.070866141,24,"Brett Wallace",8434,477165
2012,"Josh Thole","NYM",0.233644859,0.076271186,24,"Josh Thole",9689,489365
2012,"Manny Machado","BAL",0.261780104,0.044554455,24,"Manny Machado",11493,592518
2013,"Ronny Cedeno","- - -",0.242424242,0.048611111,24,"Ronny Cedeno",2179,430592
2013,"Xavier Paul","CIN",0.244019138,0.112970711,24,"Xavier Paul",5963,449082
2013,"J.D. Martinez","HOU",0.25,0.032258064,24,"J.D. Martinez",6184,502110
2013,"L.J. Hoes","- - -",0.282352941,0.065217391,24,"L.J. Hoes",6656,543321
2013,"Tyler Flowers","CHW",0.1953125,0.05090909,24,"Tyler Flowers",9134,452095
2014,"Lyle Overbay","MIL",0.232558139,0.121621621,24,"Lyle Overbay",1617,407489
2014,"Reed Johnson","MIA",0.235294117,0.004975124,24,"Reed Johnson",1702,407862
2014,"David DeJesus","TBR",0.247899159,0.109890109,24,"David DeJesus",1825,430203
2014,"Don Kelly","DET",0.245398773,0.108108108,24,"Don Kelly",2216,430603
2014,"Darwin Barney","- - -",0.240506329,0.064885496,24,"Darwin Barney",2430,446381
2014,"Hank Conger","LAA",0.22077922,0.084615384,24,"Hank Conger",2505,474233
2014,"Cameron Maybin","SDP",0.23505976,0.069852941,24,"Cameron Maybin",5223,457727
2015,"Clint Barmes","SDP",0.231884057,0.044642857,24,"Clint Barmes",1830,425549
2015,"Matt Holliday","STL",0.279475982,0.140794223,24,"Matt Holliday",1873,407812
2015,"Grady Sizemore","- - -",0.252747252,0.067567567,24,"Grady Sizemore",2197,429713
2015,"Travis Snider","- - -",0.23206751,0.098113207,24,"Travis Snider",2830,501983
2015,"Cliff Pennington","- - -",0.209523809,0.108433734,24,"Cliff Pennington",3395,460060
2015,"Nolan Reimold","BAL",0.247058823,0.117948717,24,"Nolan Reimold",3441,460099
2015,"David Wright","NYM",0.289473684,0.126436781,24,"David Wright",3787,431151
2015,"Matt Wieters","BAL",0.26744186,0.074468085,24,"Matt Wieters",4298,446308
2015,"Jake Smolinski","- - -",0.192771084,0.098958333,24,"Jake Smolinski",5408,519295
2015,"A.J. Ellis","LAD",0.23756906,0.147465437,24,"A.J. Ellis",5677,454560
2015,"Tim Beckham","TBR",0.221674876,0.058295964,24,"Tim Beckham",7949,542921
2015,"Gordon Beckham","CHW",0.208530805,0.080168776,24,"Gordon Beckham",9015,493596
2015,"Enrique Hernández","LAD",0.306930693,0.050458715,24,"Enrique Hernandez",10472,571771
2015,"Cameron Rupp","PHI",0.233333333,0.080267558,24,"Cameron Rupp",11146,519237
2016,"David Ross","CHC",0.228915662,0.146341463,24,"David Ross",1551,424325
2016,"Stephen Drew","WSN",0.265734265,0.096969696,24,"Stephen Drew",4251,452220
2016,"Abraham Almonte","CLE",0.263736263,0.041237113,24,"Abraham Almonte",5486,501659
2016,"Chase d'Arnaud","ATL",0.244635193,0.087786259,24,"Chase d'Arnaud",6652,488818
2016,"Conor Gillaspie","SFG",0.261780104,0.058536585,24,"Conor Gillaspie",9009,543216
2016,"Shawn O'Malley","SEA",0.228571428,0.077586206,24,"Shawn O'Malley",9629,502523
2016,"Austin Jackson","CHW",0.254143646,0.083743842,24,"Austin Jackson",9848,457706
2016,"Rafael Ortega","LAA",0.232432432,0.064356435,24,"Rafael Ortega",10323,542364
2016,"Jorge Polanco","MIN",0.281632653,0.062962962,24,"Jorge Polanco",13152,593871
2016,"Tyler White","HOU",0.216867469,0.083333333,24,"Tyler White",15564,643603
2017,"Miguel Montero","- - -",0.216216216,0.10798122,24,"Miguel Montero",3364,471083
2017,"J.J. Hardy","BAL",0.216535433,0.044776119,24,"J.J. Hardy",3797,429666
2017,"Eric Young Jr.","LAA",0.263636363,0.04,24,"Eric Young Jr.",7158,458913
2017,"Ryan Schimpf","SDP",0.157575757,0.137055837,24,"Ryan Schimpf",9953,572114
2017,"Adam Eaton","WSN",0.296703296,0.130841121,24,"Adam Eaton",11205,594809
2017,"Jabari Blash","SDP",0.213414634,0.143589743,24,"Jabari Blash",11247,518466
2017,"Nick Ahmed","ARI",0.251497005,0.056179775,24,"Nick Ahmed",12147,605113
2017,"Boog Powell","- - -",0.282051282,0.111111111,24,"Boog Powell",15103,621471
2018,"Matt Wieters","WSN",0.238297872,0.110701107,24,"Matt Wieters",4298,446308
2018,"Devin Mesoraco","- - -",0.221311475,0.091240875,24,"Devin Mesoraco",5666,519023
2018,"Christian Vázquez","BOS",0.207171314,0.048327137,24,"Christian Vazquez",9774,543877
2018,"Mikie Mahtook","DET",0.201793721,0.084,24,"Mikie Mahtook",13130,543484
2019,"Jordy Mercer","DET",0.26953125,0.047970479,24,"Jordy Mercer",6547,474568
2019,"Sean Rodríguez","PHI",0.223214285,0.136690647,24,"Sean Rodriguez",6589,446481
2019,"Ben Zobrist","CHC",0.26,0.130681818,24,"Ben Zobrist",7435,450314
2019,"Keon Broxton","- - -",0.166666666,0.087719298,24,"Keon Broxton",9253,542979
2019,"Cheslor Cuthbert","KCR",0.245954692,0.057575757,24,"Cheslor Cuthbert",10473,596144
2019,"Curt Casali","CIN",0.251207729,0.105932203,24,"Curt Casali",12510,592200
2019,"Ryon Healy","SEA",0.23668639,0.069518716,24,"Ryon Healy",15447,592387
2019,"Travis Demeritte","DET",0.224852071,0.075268817,24,"Travis Demeritte",15958,641513
2019,"Trent Grisham","MIL",0.23076923,0.109289617,24,"Trent Grisham",18564,663757
2019,"Nathaniel Lowe","TBR",0.263157894,0.076923076,24,"Nathaniel Lowe",19566,663993
2020,"Michael Brantley","HOU",0.3,0.09090909,24,"Michael Brantley",4106,488726
2020,"Gio Urshela","NYY",0.298013245,0.103448275,24,"Gio Urshela",10681,570482
2020,"Joey Wendle","TBR",0.285714285,0.054347826,24,"Joey Wendle",13853,621563
2020,"Anthony Santander","BAL",0.261437908,0.06060606,24,"Anthony Santander",14551,623993
2020,"Pat Valaika","BAL",0.276595744,0.053333333,24,"Pat Valaika",14885,642162
2020,"Austin Nola","- - -",0.273291925,0.097826086,24,"Austin Nola",15941,543592
2020,"Clint Frazier","NYY",0.267175572,0.15625,24,"Clint Frazier",15983,640449
2020,"Austin Riley","ATL",0.239361702,0.077669902,24,"Austin Riley",18360,663586
2020,"Bryan Reynolds","PIT",0.189189189,0.100961538,24,"Bryan Reynolds",19326,668804
2020,"Alec Bohm","PHI",0.3375,0.088888888,24,"Alec Bohm",21618,664761
2021,"Stephen Vogt","- - -",0.195238095,0.109243697,24,"Stephen Vogt",5000,519390
2021,"Anthony Rendon","LAA",0.239631336,0.116465863,24,"Anthony Rendon",12861,543685
2021,"Travis Jankowski","PHI",0.251908396,0.140127388,24,"Travis Jankowski",13768,608671
2021,"Lewis Brinson","MIA",0.226277372,0.044827586,24,"Lewis Brinson",14352,621446
2021,"Brian Anderson","MIA",0.248927038,0.098484848,24,"Brian Anderson",18289,605119
2022,"Aristides Aquino","CIN",0.196911196,0.061594202,24,"Aristides Aquino",15482,606157
2022,"Tyler Stephenson","CIN",0.319277108,0.06557377,24,"Tyler Stephenson",17988,663886
2022,"José Azocar","SDP",0.257425742,0.055555555,24,"Jose Azocar",18821,640492
2022,"Edward Olivares","KCR",0.285714285,0.057471264,24,"Edward Olivares",19698,658668
2022,"Pavin Smith","ARI",0.220408163,0.101083032,24,"Pavin Smith",19892,656976
2022,"Josh Lowe","TBR",0.220994475,0.075757575,24,"Josh Lowe",19953,666139
2022,"Vaughn Grissom","ATL",0.290780141,0.07051282,24,"Vaughn Grissom",26031,687093
2023,"Kyle Higashioka","NYY",0.23553719,0.053846153,24,"Kyle Higashioka",5517,543309
2023,"Harold Castro","COL",0.251937984,0.033333333,24,"Harold Castro",14691,605612
2023,"Austin Slater","SFG",0.27027027,0.096618357,24,"Austin Slater",16153,596103
2023,"Gavin Sheets","CHW",0.202572347,0.081395348,24,"Gavin Sheets",19901,657757
2023,"Miles Mastrobuoni","CHC",0.240601503,0.087248322,24,"Miles Mastrobuoni",20017,670156
2023,"Alan Trejo","COL",0.231884057,0.070484581,24,"Alan Trejo",20056,676701
2023,"Johan Rojas","PHI",0.302013422,0.030487804,24,"Johan Rojas",24336,679032
2023,"Luis Matos","SFG",0.25,0.079051383,24,"Luis Matos",26467,682641
2023,"Vinnie Pasquantino","KCR",0.246753246,0.096153846,24,"Vinnie Pasquantino",27676,686469
2024,"Joey Gallo","WSN",0.161434977,0.123076923,24,"Joey Gallo",14128,608336
2024,"Austin Slater","- - -",0.209039548,0.122641509,24,"Austin Slater",16153,596103
2024,"Emmanuel Rivera","- - -",0.237735849,0.086092715,24,"Emmanuel Rivera",19890,656896
2024,"Noelvi Marte","CIN",0.209606986,0.037190082,24,"Noelvi Marte",26517,682622
2024,"Joey Loperfido","- - -",0.213991769,0.04961832,24,"Joey Loperfido",29630,694388
2024,"Hunter Goodman","COL",0.189573459,0.035714285,24,"Hunter Goodman",29715,696100
1978,"Ron Fairly","CAL",0.217021276,0.093283582,23,"Ron Fairly",1003907,113984
1978,"Tom Hutton","- - -",0.24137931,0.109022556,23,"Tom Hutton",1006246,116374
1978,"Craig Kusick","MIN",0.172774869,0.158798283,23,"Craig Kusick",1007219,117373
1978,"Johnnie LeMaster","SFG",0.235294117,0.068181818,23,"Johnnie LeMaster",1007513,117665
1978,"Bobby Thompson","TEX",0.225,0.06617647,23,"Bobby Thompson",1013002,123275
1978,"Rob Wilfong","MIN",0.266331658,0.080851063,23,"Rob Wilfong",1013943,124257
1978,"John Wockenfuss","DET",0.283422459,0.099526066,23,"John Wockenfuss",1014176,124495
1979,"Kurt Bevacqua","SDP",0.252525252,0.109826589,23,"Kurt Bevacqua",1000935,110963
1979,"Tom Brookens","DET",0.263157894,0.052884615,23,"Tom Brookens",1001476,111509
1979,"Ron Pruitt","CLE",0.28313253,0.101063829,23,"Ron Pruitt",1010554,120787
1980,"Larvell Blanks","ATL",0.203619909,0.065843621,23,"Larvell Blanks",1001051,111082
1980,"Kirk Gibson","DET",0.262857142,0.052910052,23,"Kirk Gibson",1004669,114752
1980,"Jim Norris","TEX",0.247126436,0.112195121,23,"Jim Norris",1009635,119841
1980,"Ernie Whitt","TOR",0.237288135,0.067692307,23,"Ernie Whitt",1013912,124224
1981,"Gary Allenson","BOS",0.223021582,0.140243902,23,"Gary Allenson",1000141,110164
1981,"Rick Cerone","NYY",0.243589743,0.047244094,23,"Rick Cerone",1002105,112159
1981,"Dane Iorg","STL",0.32718894,0.030837004,23,"Dane Iorg",1006267,116396
1981,"Jerry Martin","SFG",0.2406639,0.078651685,23,"Jerry Martin",1008174,118340
1981,"Rob Picciolo","OAK",0.268156424,0.025641025,23,"Rob Picciolo",1010307,120537
1981,"Ellis Valentine","- - -",0.208163265,0.042145593,23,"Ellis Valentine",1013326,123611
